番号,ポケモン,わざ1,わざ2,わざ3,わざ4,もちもの,せいかく,努力値,HP,こうげき,ぼうぎょ,とくこう,とくぼう,すばやさ
760,リザードン,ブラストバーン,エアスラッシュ,きあいだま,げんしのちから,ひかりのこな,おくびょう,とくこう/すばやさ,150,90,95,157,102,162
761,カメックス,ハイドロカノン,れいとうビーム,はかいこうせん,きあいだま,かいがらのすず,ひかえめ,HP/とくこう,182,90,117,146,122,95
762,メガニウム,ハードプラント,げんしのちから,はかいこうせん,ひかりのかべ,のんきのおこう,ひかえめ,HP/とくこう,83,89,117,144,117,97
763,バクフーン,オーバーヒート,ソーラービーム,きあいだま,にほんばれ,しろいハーブ,ひかえめ,とくこう/すばやさ,150,90,95,172,102,148
764,オーダイル,たきのぼり,じしん,こおりのキバ,りゅうのまい,ラムのみ,いじっぱり,こうげき/ぼうぎょ,157,168,148,86,100,95
765,ジュカイン,リーフストーム,りゅうのはどう,きあいだま,はかいこうせん,オッカのみ,おくびょう,とくこう/すばやさ,142,91,82,153,102,184
766,バシャーモ,フレアドライブ,ばかぢから,かみなりパンチ,つじぎり,しろいハーブ,いじっぱり,こうげき/すばやさ,152,184,87,114,87,128
767,ラグラージ,じしん,アクアテール,ゆきなだれ,ミラーコート,リンドのみ,いじっぱり,HP/こうげき,203,173,107,91,107,77
768,ドダイトス,ウッドハンマー,じしん,ストーンエッジ,かみくだく,せんせいのツメ,いじっぱり,HP/こうげき,198,172,122,82,102,73
769,ゴウカザル,フレアドライブ,インファイト,じしん,かみなりパンチ,おうじゃのしるし,ようき,こうげき/すばやさ,148,152,88,108,88,171
770,エンペルト,ハイドロカノン,ラスターカノン,ドリルくちばし,じしん,せんせいのツメ,ゆうかん,こうげき/とくこう,156,147,105,159,118,69
771,ダグトリオ,じしん,ストーンエッジ,きりさく,シャドークロー,ちからのハチマキ,いじっぱり,こうげき/すばやさ,107,140,67,60,87,168
772,ガラガラ,じしん,ストーンエッジ,アイアンヘッド,かみなりパンチ,ふといホネ,いじっぱり,こうげき/ぼうぎょ,132,140,158,60,97,62
773,チャーレム,サイコカッター,ほのおのパンチ,かみなりパンチ,れいとうパンチ,ピントレンズ,いじっぱり,こうげき/すばやさ,132,118,92,69,92,128
774,ヌオー,じしん,たきのぼり,ストーンエッジ,れいとうパンチ,ちからのハチマキ,いじっぱり,HP/こうげき,198,146,102,73,82,52
775,グランブル,ギガインパクト,インファイト,じしん,ストーンエッジ,いのちのたま,いじっぱり,HP/こうげき,193,184,92,69,77,62
776,ルージュラ,れいとうビーム,サイコキネシス,きあいだま,シャドーボール,こだわりメガネ,ひかえめ,とくこう/すばやさ,137,60,52,179,112,143
777,バリヤード,サイコキネシス,チャージビーム,シャドーボール,きあいだま,こだわりメガネ,ひかえめ,とくこう/とくぼう,112,55,82,162,168,107
778,ランターン,なみのり,１０まんボルト,れいとうビーム,シグナルビーム,たつじんのおび,ひかえめ,HP/とくこう,228,67,75,136,93,84
779,キノガッサ,きあいパンチ,タネばくだん,ギガインパクト,キノコのほうし,かいがらのすず,いじっぱり,こうげき/ぼうぎょ,132,195,128,69,77,87
780,フォレトス,だいばくはつ,すてみタックル,じしん,いわなだれ,のんきのおこう,いじっぱり,こうげき/ぼうぎょ,147,151,188,69,77,57
781,エアームド,ブレイブバード,はがねのつばさ,シザークロス,いわなだれ,いのちのたま,いじっぱり,こうげき/ぼうぎょ,137,140,188,51,87,87
782,アブソル,つじぎり,ばかぢから,ギガインパクト,しねんのずつき,こだわりハチマキ,いじっぱり,こうげき/すばやさ,137,195,77,82,77,123
783,ナマズン,じしん,アクアテール,しねんのずつき,ストーンエッジ,ちからのハチマキ,いじっぱり,HP/こうげき,213,138,90,83,88,77
784,ハリテヤマ,クロスチョップ,じしん,ストーンエッジ,どくづき,ピントレンズ,いじっぱり,HP/こうげき,247,184,77,51,77,67
785,ビークイン,こうげきしれい,ぼうぎょしれい,かいふくしれい,あやしいひかり,かいがらのすず,いじっぱり,HP/こうげき,173,140,119,87,119,57
786,ライチュウ,ボルテッカー,おんがえし,かわらわり,でんじは,ひかりのこな,いじっぱり,こうげき/すばやさ,132,151,72,96,97,148
787,ジュゴン,なみのり,れいとうビーム,シグナルビーム,ねむる,カゴのみ,おだやか,とくこう/とくぼう,162,78,97,118,157,87
788,ライボルト,１０まんボルト,かえんほうしゃ,シグナルビーム,スピードスター,ひかりのこな,おくびょう,とくこう/すばやさ,142,82,77,153,77,168
789,ムクホーク,ブレイブバード,ギガインパクト,インファイト,とんぼがえり,こだわりハチマキ,いじっぱり,こうげき/すばやさ,157,184,87,60,67,148
790,トリトドン,なみのり,だいちのちから,れいとうビーム,ヘドロばくだん,ものしりメガネ,ひかえめ,HP/とくこう,214,90,85,154,99,56
791,スカタンク,どくづき,つじぎり,かみくだく,だいばくはつ,ちからのハチマキ,ようき,こうげき/すばやさ,175,141,84,79,78,145
792,ラフレシア,ヘドロばくだん,エナジーボール,はかいこうせん,こうごうせい,ものしりメガネ,ひかえめ,HP/とくこう,178,87,102,162,107,67
793,ウツボット,ソーラービーム,ヘドロばくだん,しぼりとる,にほんばれ,きあいのハチマキ,ひかえめ,HP/とくこう,183,109,82,162,77,87
794,マルマイン,１０まんボルト,シグナルビーム,だいばくはつ,ミラーコート,きあいのタスキ,がんばりや,とくこう/すばやさ,132,67,87,128,97,188
795,ルンパッパ,なみのり,ギガドレイン,れいとうビーム,あまごい,ラムのみ,ひかえめ,とくこう/とくぼう,152,78,87,151,148,87
796,ダーテング,タネばくだん,ふいうち,つばめがえし,だいばくはつ,クラボのみ,いじっぱり,HP/こうげき,193,162,77,96,77,97
797,バクオング,ハイパーボイス,オーバーヒート,なみのり,れいとうビーム,しろいハーブ,ひかえめ,HP/とくこう,207,97,80,152,80,85
798,オニゴーリ,ふぶき,あくのはどう,ぜったいれいど,あられ,のんきのおこう,ひかえめ,HP/とくこう,183,87,97,140,97,97
799,ミミロップ,ピヨピヨパンチ,ほのおのパンチ,かみなりパンチ,れいとうパンチ,ちからのハチマキ,ようき,こうげき/すばやさ,137,124,101,63,113,168
800,ユキメノコ,ふぶき,シャドーボール,サイコキネシス,あられ,のんきのおこう,ひかえめ,とくこう/すばやさ,142,87,87,140,87,158
801,エテボース,ダブルアタック,ほのおのパンチ,かみなりパンチ,れいとうパンチ,いのちのたま,いじっぱり,こうげき/すばやさ,147,162,83,69,83,163
802,スリーパー,サイコキネシス,シャドーボール,シグナルビーム,きあいだま,こだわりメガネ,ひかえめ,とくこう/とくぼう,157,81,87,133,163,84
803,ゴローニャ,じしん,ストーンエッジ,ジャイロボール,だいばくはつ,せんせいのツメ,ゆうかん,こうげき/ぼうぎょ,152,173,178,72,82,55
804,サイドン,じしん,ストーンエッジ,メガホーン,つのドリル,せんせいのツメ,いじっぱり,HP/こうげき,208,195,137,55,62,57
805,ヤドラン,サイコキネシス,なみのり,れいとうビーム,トリックルーム,たべのこし,れいせい,HP/とくこう,198,92,127,162,97,42
806,マタドガス,ヘドロばくだん,かえんほうしゃ,シャドーボール,みちづれ,せんせいのツメ,ひかえめ,ぼうぎょ/とくこう,137,96,168,146,87,77
807,ガルーラ,ギガインパクト,じしん,かみくだく,げきりん,ちからのハチマキ,いじっぱり,HP/こうげき,208,157,97,51,97,107
808,ケンタロス,おんがえし,じしん,ストーンエッジ,しねんのずつき,こだわりハチマキ,いじっぱり,こうげき/すばやさ,147,162,112,51,87,158
809,フーディン,サイコキネシス,シャドーボール,エナジーボール,きあいだま,たつじんのおび,ひかえめ,とくこう/すばやさ,127,60,62,201,102,168
810,ヤドキング,サイコキネシス,なみのり,れいとうビーム,かえんほうしゃ,ものしりメガネ,ひかえめ,HP/とくこう,198,82,97,168,127,47
811,ミルタンク,ギガインパクト,じしん,いわなだれ,しねんのずつき,ちからのハチマキ,いじっぱり,こうげき/すばやさ,167,140,122,51,87,148
812,チルタリス,りゅうせいぐん,エアカッター,かえんほうしゃ,れいとうビーム,しろいハーブ,ひかえめ,とくこう/すばやさ,147,78,107,129,122,128
813,ドクロッグ,ダストシュート,クロスチョップ,じしん,ストーンエッジ,するどいツメ,いじっぱり,こうげき/すばやさ,155,169,82,92,82,133
814,ユキノオー,ウッドハンマー,ゆきなだれ,じしん,いわなだれ,かいがらのすず,ゆうかん,HP/こうげき,193,154,92,109,102,69
815,ニドクイン,じしん,どくづき,ばかぢから,かみくだく,するどいツメ,いじっぱり,HP/こうげき,193,143,104,82,102,93
816,ニドキング,じしん,どくづき,メガホーン,げきりん,ちからのハチマキ,いじっぱり,こうげき/すばやさ,153,154,94,91,92,133
817,ユレイドル,ストーンエッジ,タネばくだん,じしん,ミラーコート,たべのこし,おだやか,HP/ぼうぎょ/とくぼう,179,88,135,98,159,60
818,アーマルド,ストーンエッジ,シザークロス,じしん,クロスポイズン,いのちのたま,いじっぱり,こうげき/ぼうぎょ,147,190,148,78,97,62
819,トリデプス,メタルバースト,ストーンエッジ,ゆきなだれ,のろい,きあいのタスキ,いじっぱり,HP/こうげき,163,110,185,57,155,47
820,フローゼル,アクアテール,こおりのキバ,かみくだく,かわらわり,するどいキバ,いじっぱり,こうげき/すばやさ,157,168,72,91,67,163
821,ムウマージ,シャドーボール,サイコキネシス,１０まんボルト,みちづれ,きあいのタスキ,おくびょう,とくこう/すばやさ,132,69,77,153,122,168
822,フワライド,シャドーボール,エアカッター,ぎんいろのかぜ,だいばくはつ,のんきのおこう,きまぐれ,HP/こうげき,253,128,61,107,71,97
823,ゴルダック,ハイドロポンプ,サイコキネシス,れいとうビーム,シグナルビーム,ソクノのみ,ひかえめ,HP/とくこう,183,89,95,157,97,102
824,ニョロボン,たきのぼり,きあいパンチ,じしん,さいみんじゅつ,たつじんのおび,いじっぱり,HP/こうげき,193,146,112,78,107,87
825,ギャロップ,フレアドライブ,メガホーン,すてみタックル,さいみんじゅつ,カゴのみ,ようき,こうげき/すばやさ,137,148,87,87,97,168
826,ベトベトン,ダストシュート,かげうち,かわらわり,だいばくはつ,せんせいのツメ,いじっぱり,HP/こうげき,208,168,92,73,117,67
827,ゲンガー,シャドーボール,ヘドロばくだん,１０まんボルト,みちづれ,ラムのみ,ひかえめ,とくこう/すばやさ,132,73,77,195,92,158
828,デンリュウ,かみなり,きあいだま,シグナルビーム,パワージェム,フォーカスレンズ,れいせい,HP/とくこう,193,92,92,179,107,64
829,ニョロトノ,ハイドロポンプ,れいとうビーム,サイコキネシス,さいみんじゅつ,ソクノのみ,ひかえめ,とくこう/とくぼう,162,82,92,151,178,87
830,カイロス,シザークロス,じしん,インファイト,ハサミギロチン,ピントレンズ,いじっぱり,こうげき/ぼうぎょ,137,190,148,64,87,102
831,ハッサム,シザークロス,アイアンヘッド,つばめがえし,つじぎり,オッカのみ,いじっぱり,こうげき/ぼうぎょ,142,195,148,64,97,82
832,ヘラクロス,メガホーン,じしん,きしかいせい,こらえる,カムラのみ,ようき,こうげき/すばやさ,152,173,92,51,112,146
833,リングマ,おんがえし,クロスチョップ,じしん,つばめがえし,せんせいのツメ,いじっぱり,HP/こうげき,193,195,92,82,92,72
834,ヘルガー,オーバーヒート,あくのはどう,ソーラービーム,にほんばれ,しろいハーブ,おくびょう,とくこう/すばやさ,147,96,67,158,97,157
835,ドンファン,じしん,ストーンエッジ,タネばくだん,じわれ,せんせいのツメ,いじっぱり,こうげき/ぼうぎょ,162,184,168,69,77,67
836,ホエルオー,ハイドロポンプ,ふぶき,はかいこうせん,じわれ,せんせいのツメ,ひかえめ,HP/とくこう,273,96,62,151,62,77
837,ネンドール,じしん,しねんのずつき,いわなだれ,だいばくはつ,のんきのおこう,いじっぱり,こうげき/とくぼう,132,129,122,78,168,92
838,ラムパルド,もろはのずつき,じしん,ギガインパクト,ばかぢから,こだわりスカーフ,ようき,こうげき/すばやさ,169,213,77,73,67,116
839,ドータクン,しねんのずつき,アイアンヘッド,じしん,だいばくはつ,せんせいのツメ,いじっぱり,HP/こうげき,170,150,133,86,133,50
840,ドラピオン,クロスポイズン,つじぎり,じしん,つばめがえし,するどいツメ,いじっぱり,こうげき/すばやさ,142,151,127,69,92,143
841,レントラー,かみなりのキバ,こおりのキバ,かみくだく,でんじは,ちからのハチマキ,いじっぱり,HP/こうげき,183,184,96,100,96,87
842,キュウコン,かえんほうしゃ,じんつうりき,エナジーボール,めいそう,イトケのみ,ひかえめ,とくこう/すばやさ,145,83,92,141,117,148
843,カイリキー,クロスチョップ,じしん,かみなりパンチ,ほのおのパンチ,せんせいのツメ,いじっぱり,HP/こうげき,193,195,97,73,102,72
844,ツボツボ,どくどく,みがわり,かげぶんしん,すなあらし,たべのこし,おだやか,HP/ぼうぎょ/とくぼう,113,24,268,27,294,22
845,ロズレイド,リーフストーム,ヘドロばくだん,シャドーボール,ウェザーボール,しろいハーブ,ひかえめ,とくこう/すばやさ,132,78,72,190,122,138
846,ドンカラス,つじぎり,ドリルくちばし,ふいうち,はがねのつばさ,ピントレンズ,いじっぱり,HP/こうげき,203,190,69,109,69,88
847,ハガネール,ジャイロボール,じしん,ストーンエッジ,だいばくはつ,せんせいのツメ,ゆうかん,こうげき/ぼうぎょ,147,146,248,72,82,42
848,マニューラ,つじぎり,れいとうパンチ,つばめがえし,かわらわり,するどいツメ,ようき,こうげき/すばやさ,142,168,82,55,102,190
849,グライオン,じしん,つばめがえし,シザークロス,ストーンエッジ,たつじんのおび,いじっぱり,こうげき/ぼうぎょ,147,157,173,55,92,112
850,ドククラゲ,ハイドロポンプ,ヘドロばくだん,れいとうビーム,しぼりとる,ピントレンズ,おくびょう,とくこう/すばやさ,152,78,82,128,137,162
851,プテラ,ストーンエッジ,つばめがえし,じしん,ドラゴンクロー,こだわりハチマキ,いじっぱり,こうげき/すばやさ,152,168,82,69,92,178
852,ポリゴン２,トライアタック,シグナルビーム,シャドーボール,れいとうビーム,ラムのみ,ひかえめ,HP/とくこう,188,87,107,168,112,77
853,ベロベルト,のしかかり,パワーウィップ,じしん,だいばくはつ,のんきのおこう,いじっぱり,HP/こうげき,213,146,112,87,112,67
854,メガヤンマ,むしのさざめき,エアスラッシュ,サイコキネシス,シャドーボール,ものしりメガネ,ひかえめ,とくこう/すばやさ,158,83,103,180,73,143
855,サーナイト,サイコキネシス,１０まんボルト,シャドーボール,みちづれ,ものしりメガネ,おくびょう,とくこう/すばやさ,140,73,82,173,132,140
856,エルレイド,サイコカッター,インファイト,リーフブレード,つじぎり,ピントレンズ,いじっぱり,こうげき/とくぼう,140,190,82,73,163,97
857,ナッシー,リーフストーム,サイコキネシス,ヘドロばくだん,げんしのちから,たつじんのおび,ひかえめ,HP/とくこう,198,100,102,190,82,72
858,スターミー,なみのり,サイコキネシス,１０まんボルト,れいとうビーム,たつじんのおび,ひかえめ,とくこう/すばやさ,132,82,102,162,102,163
859,フライゴン,じしん,げきりん,かみくだく,ストーンエッジ,ラムのみ,いじっぱり,こうげき/すばやさ,152,162,97,87,97,148
860,シャワーズ,なみのり,れいとうビーム,シャドーボール,シグナルビーム,たつじんのおび,ひかえめ,HP/とくこう,223,73,77,173,112,82
861,サンダース,１０まんボルト,はかいこうせん,シャドーボール,シグナルビーム,するどいキバ,ひかえめ,とくこう/すばやさ,137,73,77,173,112,178
862,ブースター,ほのおのキバ,ギガインパクト,ばかぢから,かみつく,しろいハーブ,いじっぱり,こうげき/とくぼう,137,168,77,100,158,82
863,エーフィ,サイコキネシス,シャドーボール,シグナルビーム,あさのひざし,ものしりメガネ,ひかえめ,とくこう/すばやさ,137,73,77,168,112,158
864,ブラッキー,しっぺがえし,きりふだ,のろい,つきのひかり,ひかりのこな,わんぱく,ぼうぎょ/とくぼう,167,82,173,69,178,82
865,リーフィア,リーフブレード,シザークロス,つばめがえし,かみつく,せんせいのツメ,いじっぱり,こうげき/ぼうぎょ,137,173,178,69,82,112
866,グレイシア,れいとうビーム,シャドーボール,シグナルビーム,みずのはどう,ものしりメガネ,ひかえめ,ぼうぎょ/とくこう,137,69,158,195,112,82
867,ルカリオ,はどうだん,サイコキネシス,シャドーボール,りゅうのはどう,たつじんのおび,ひかえめ,とくこう/すばやさ,142,114,87,179,87,138
868,カバルドン,じしん,ストーンエッジ,かみくだく,かみなりのキバ,せんせいのツメ,いじっぱり,HP/こうげき,211,176,135,76,89,64
869,ダイノーズ,ラスターカノン,パワージェム,だいちのちから,１０まんボルト,いのちのたま,ひかえめ,とくこう/とくぼう,132,64,162,135,198,57
870,ヨノワール,シャドーパンチ,じしん,かわらわり,いわなだれ,ちからのハチマキ,いじっぱり,ぼうぎょ/とくぼう,117,128,183,73,183,62
871,ボスゴドラ,メタルバースト,ストーンエッジ,じしん,シャドークロー,きあいのタスキ,いじっぱり,こうげき/ぼうぎょ,142,173,228,69,77,67
872,トドゼルガ,なみのり,れいとうビーム,シグナルビーム,あられ,たべのこし,ひかえめ,HP/とくこう,213,87,107,157,107,82
873,マンムー,じしん,こおりのキバ,ストーンエッジ,すてみタックル,いのちのたま,いじっぱり,HP/こうげき,213,195,97,78,77,97
874,ラプラス,なみのり,れいとうビーム,サイコキネシス,１０まんボルト,ひかりのこな,ひかえめ,HP/とくこう,233,91,97,146,112,77
875,クロバット,クロスポイズン,ブレイブバード,シザークロス,しねんのずつき,するどいツメ,いじっぱり,こうげき/すばやさ,157,151,97,78,97,178
876,ジバコイル,１０まんボルト,ラスターカノン,トライアタック,シグナルビーム,ひかりのこな,ひかえめ,ぼうぎょ/とくこう,142,78,1633,195,107,77
877,ドサイドン,がんせきほう,じしん,アームハンマー,メガホーン,こだわりハチマキ,いじっぱり,HP/こうげき,218,206,147,64,72,57
878,モジャンボ,パワーウィップ,じしん,つばめがえし,かわらわり,のんきのおこう,いじっぱり,こうげき/ぼうぎょ,172,162,173,114,67,67
879,ポリゴンＺ,トライアタック,シャドーボール,１０まんボルト,じこさいせい,たつじんのおび,ひかえめ,とくこう/すばやさ,157,87,87,201,92,138
880,ギャラドス,たきのぼり,じしん,ねむる,りゅうのまい,カゴのみ,いじっぱり,こうげき/すばやさ,167,190,96,69,117,129
881,カビゴン,すてみタックル,じしん,しねんのずつき,かみくだく,いのちのたま,いじっぱり,HP/こうげき,263,173,82,73,127,47
882,キングドラ,ハイドロポンプ,りゅうせいぐん,ふぶき,シグナルビーム,こうかくレンズ,ひかえめ,HP/とくこう,178,100,112,157,112,102
883,ハピナス,ゆめくい,うたう,タマゴうみ,カウンター,たべのこし,おだやか,HP/とくぼう,358,24,27,92,201,71
884,ミロカロス,なみのり,れいとうビーム,りゅうのはどう,じこさいせい,ラムのみ,ひかえめ,HP/とくこう,198,69,96,162,142,98
885,エレキブル,かみなりパンチ,ほのおのパンチ,れいとうパンチ,じしん,シュカのみ,いじっぱり,こうげき/すばやさ,147,188,84,100,102,143
886,ブーバーン,オーバーヒート,サイコキネシス,きあいだま,あやしいひかり,しろいハーブ,ひかえめ,とくこう/すばやさ,147,100,84,190,112,131
887,トゲキッス,はかいこうせん,エアスラッシュ,はどうだん,サイコキネシス,たつじんのおび,ひかえめ,とくこう/すばやさ,157,60,112,184,132,128
888,ウインディ,フレアドライブ,しんそく,かみくだく,かみなりのキバ,きあいのハチマキ,いじっぱり,こうげき/すばやさ,162,173,97,105,97,143
889,カイリュー,げきりん,ギガインパクト,じしん,ばかぢから,こだわりハチマキ,いじっぱり,こうげき/とくぼう,163,200,112,105,148,97
890,バンギラス,ストーンエッジ,かみくだく,じしん,りゅうのまい,ヨプのみ,いじっぱり,HP/こうげき,203,200,127,100,117,78
891,ボーマンダ,げきりん,かみくだく,じしん,しねんのずつき,ラムのみ,いじっぱり,こうげき/すばやさ,167,201,94,114,97,148
892,メタグロス,コメットパンチ,しねんのずつき,じしん,だいばくはつ,せんせいのツメ,いじっぱり,HP/こうげき,183,201,147,100,107,87
893,ガブリアス,げきりん,じしん,かみくだく,ほのおのキバ,キーのみ,いじっぱり,こうげき/すばやさ,180,168,112,87,102,150
894,ケッキング,ギガインパクト,じしん,アームハンマー,シャドークロー,ちからのハチマキ,いじっぱり,HP/こうげき,253,228,117,100,82,117
895,フリーザー,ふぶき,そらをとぶ,はねやすめ,あられ,つめたいいわ,きまぐれ,こうげき/とくこう,162,133,117,143,142,102
896,サンダー,かみなり,ドリルくちばし,でんじは,あまごい,ヤチェのみ,まじめ,こうげき/すばやさ,162,138,102,142,107,148
897,ファイヤー,かえんほうしゃ,エアスラッシュ,げんしのちから,はねやすめ,イトケのみ,おくびょう,とくこう/すばやさ,132,105,107,173,102,151
898,ライコウ,１０まんボルト,シャドーボール,でんじは,ひかりのかべ,ラムのみ,おくびょう,とくこう/すばやさ,162,91,92,163,117,179
899,エンテイ,ほのおのキバ,おんがえし,ほえる,リフレクター,シュカのみ,ようき,こうげき/すばやさ,187,163,102,96,92,162
900,スイクン,なみのり,こごえるかぜ,あやしいかぜ,ミラーコート,きあいのタスキ,おだやか,とくこう/とくぼう,173,82,132,138,179,102
901,レジロック,いわなだれ,じしん,かわらわり,すなあらし,たべのこし,わんぱく,こうげき/ぼうぎょ,152,148,272,60,117,67
902,レジアイス,れいとうビーム,シグナルビーム,チャージビーム,ドわすれ,ラムのみ,ひかえめ,とくこう/とくぼう,152,60,117,162,248,67
903,レジスチル,ラスターカノン,１０まんボルト,でんじは,ドわすれ,ラムのみ,ひかえめ,HP/とくこう,183,82,167,135,167,67
904,ラティアス,サイコキネシス,りゅうのはどう,メロメロ,めいそう,ラムのみ,おだやか,とくこう/とくぼう,152,87,107,158,195,127
905,ラティオス,サイコキネシス,りゅうのはどう,でんじは,めいそう,きあいのハチマキ,おだやか,とくこう/とくぼう,152,96,97,178,173,127
906,ヒードラン,ねっぷう,ラスターカノン,げんしのちから,こわいかお,シュカのみ,ひかえめ,とくこう/とくぼう,163,96,123,195,154,94
907,クレセリア,サイコキネシス,ソーラービーム,つきのひかり,にほんばれ,あついいわ,ずぶとい,ぼうぎょ/とくぼう,192,78,184,92,178,102
908,レジギガス,おんがえし,つばめがえし,でんじは,あやしいひかり,のんきのおこう,わんぱく,HP/ぼうぎょ/とくぼう,203,177,162,87,148,117
909,フリーザー,ゆきなだれ,つばめがえし,からげんき,リフレクター,ソクノのみ,ゆうかん,こうげき/ぼうぎょ,162,146,1484,112,142,91
910,サンダー,１０まんボルト,げんしのちから,あやしいかぜ,ひかりのかべ,きあいのハチマキ,おくびょう,とくこう/すばやさ,162,146,148,112,142,91
911,ファイヤー,だいもんじ,ソーラービーム,はかいこうせん,にほんばれ,あついいわ,おくびょう,HP/とくこう,193,105,107,173,102,117
912,ライコウ,かみなりのキバ,かみくだく,アイアンヘッド,おんがえし,おうじゃのしるし,ようき,こうげき/すばやさ,162,133,92,118,117,179
913,エンテイ,ほのおのキバ,かみつく,アイアンヘッド,ストーンエッジ,おうじゃのしるし,ようき,こうげき/すばやさ,187,163,102,96,92,162
914,スイクン,たきのぼり,こおりのキバ,アイアンヘッド,かみつく,おうじゃのしるし,ようき,こうげき/すばやさ,172,123,132,96,132,146
915,レジロック,ほのおのパンチ,かみなりパンチ,れいとうパンチ,ドレインパンチ,するどいツメ,いじっぱり,HP/こうげき,183,162,217,60,117,67
916,レジアイス,ゆきなだれ,アームハンマー,かげぶんしん,のろい,たべのこし,わんぱく,HP/ぼうぎょ,183,67,162,105,217,67
917,レジスチル,アイアンヘッド,どくどく,かげぶんしん,てっぺき,たべのこし,いじっぱり,HP/ぼうぎょ/とくぼう,173,101,188,82,188,67
918,ラティアス,ドラゴンクロー,しねんのずつき,じしん,つばめがえし,たつじんのおび,いじっぱり,こうげき/すばやさ,152,140,107,114,147,158
919,ラティオス,ドラゴンクロー,シャドークロー,じしん,りゅうのまい,ラムのみ,いじっぱり,こうげき/すばやさ,152,151,97,132,127,158
920,ヒードラン,アイアンヘッド,じしん,ストーンエッジ,かみくだく,せんせいのツメ,いじっぱり,HP/こうげき,194,151,123,132,123,94
921,クレセリア,サイコキネシス,どくどく,かげぶんしん,つきのひかり,ラムのみ,ずぶとい,HP/ぼうぎょ/とくぼう,213,78,173,92,168,102
922,レジギガス,からげんき,しねんのずつき,かげぶんしん,みがわり,たべのこし,しんちょう,HP/ぼうぎょ/とくぼう,203,177,148,87,162,117
923,フリーザー,れいとうビーム,シグナルビーム,あやしいかぜ,みずのはどう,ものしりメガネ,ひかえめ,ぼうぎょ/とくこう,162,91,148,157,142,102
924,サンダー,ドリルくちばし,たつまき,はがねのつばさ,とんぼがえり,おうじゃのしるし,ようき,こうげき/すばやさ,162,138,102,127,107,162
925,ファイヤー,ゴッドバード,おんがえし,はがねのつばさ,とんぼがえり,パワフルハーブ,いじっぱり,こうげき/すばやさ,162,162,107,127,102,138
926,ライコウ,かみなり,じんつうりき,シグナルビーム,あまごい,ものしりメガネ,ひかえめ,とくこう/すばやさ,162,91,92,179,117,163
927,エンテイ,だいもんじ,ソーラービーム,はかいこうせん,にほんばれ,シュカのみ,ひかえめ,とくこう/すばやさ,187,118,102,151,92,148
928,スイクン,ハイドロポンプ,ふぶき,シャドーボール,あられ,ラムのみ,ずぶとい,ぼうぎょ/とくこう,172,82,179,138,132,102
929,レジロック,ストーンエッジ,アームハンマー,ねむる,のろい,カゴのみ,しんちょう,HP/とくぼう,183,117,217,60,162,67
930,レジアイス,れいとうビーム,ラスターカノン,げんしのちから,ねむる,カゴのみ,ずぶとい,ぼうぎょ/とくこう,152,60,162,148,217,67
931,レジスチル,シャドークロー,つばめがえし,かみなりパンチ,れいとうパンチ,するどいツメ,いじっぱり,HP/こうげき,183,135,167,82,167,67
932,ラティアス,サイコキネシス,れいとうビーム,エナジーボール,シャドーボール,ひかりのこな,おくびょう,とくこう/すばやさ,152,87,107,158,147,173
933,ラティオス,サイコキネシス,１０まんボルト,れいとうビーム,エナジーボール,ひかりのこな,おくびょう,とくこう/すばやさ,152,96,97,178,127,173
934,ヒードラン,かえんほうしゃ,だいちのちから,りゅうのはどう,あくのはどう,ひかりのこな,ひかえめ,HP/とくこう,194,96,123,195,123,94
935,クレセリア,サイコキネシス,シャドーボール,エナジーボール,チャージビーム,ものしりメガネ,ひかえめ,HP/とくこう,223,78,137,135,147,102
936,レジギガス,だいちのちから,きあいだま,１０まんボルト,げんしのちから,ものしりメガネ,ひかえめ,HP/とくこう,213,159,127,140,127,117
937,フリーザー,れいとうビーム,エアカッター,げんしのちから,ぜったいれいど,ヨロギのみ,ひかえめ,とくこう/とくぼう,162,91,117,157,173,102
938,サンダー,１０まんボルト,エアカッター,ねっぷう,シグナルビーム,ひかりのこな,ひかえめ,とくこう/すばやさ,162,96,102,190,107,148
939,ファイヤー,オーバーヒート,エアスラッシュ,げんしのちから,あやしいかぜ,しろいハーブ,ひかえめ,とくこう/すばやさ,162,105,107,190,102,138
940,ライコウ,１０まんボルト,じんつうりき,シャドーボール,めいそう,シュカのみ,ひかえめ,とくこう/すばやさ,132,91,92,179,117,163
941,エンテイ,オーバーヒート,じんつうりき,シャドーボール,めいそう,シュカのみ,ひかえめ,とくこう/すばやさ,187,118,102,151,92,148
942,スイクン,なみのり,れいとうビーム,じんつうりき,めいそう,ソクノのみ,ひかえめ,HP/とくこう,203,82,132,151,132,102
943,レジロック,ストーンエッジ,じしん,アームハンマー,だいばくはつ,せんせいのツメ,しんちょう,こうげき/とくぼう,152,148,217,60,162,67
944,レジアイス,れいとうビーム,１０まんボルト,はかいこうせん,きあいだま,かいがらのすず,ひかえめ,HP/とくこう,183,60,117,162,217,67
945,レジスチル,アイアンヘッド,アームハンマー,じしん,のろい,かいがらのすず,いじっぱり,HP/ぼうぎょ/とくぼう,173,101,188,82,188,67
946,ラティアス,ミストボール,りゅうせいぐん,１０まんボルト,なみのり,しろいハーブ,ひかえめ,とくこう/すばやさ,152,87,107,173,147,158
